customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00453,Male,0,Yes,Yes,28,No,Yes,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,71.24,2054.43,No
CUST-00454,Female,0,No,No,56,No,No phone service,DSL,No internet service,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),47.41,2624.47,No
CUST-00455,Female,0,Yes,No,11,Yes,No,DSL,Yes,No internet service,No,Yes,No,Yes,Month-to-month,No,Electronic check,97.15,1105.96,Yes
CUST-00456,Female,1,Yes,No,40,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),53.95,2278.97,No
CUST-00457,Male,0,No,Yes,6,No,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,Two year,No,Credit card (automatic),58.71,324.97,Yes
CUST-00458,Female,0,Yes,No,23,No,No phone service,DSL,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,No,Electronic check,68.59,1557.16,Yes
CUST-00459,Male,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No,Two year,Yes,Credit card (automatic),79.03,169.36,No
CUST-00460,Female,1,No,No,56,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,79.76,4650.07,No
CUST-00461,Male,1,No,Yes,19,Yes,No,DSL,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,53.72,950.0,No
CUST-00462,Female,0,No,Yes,65,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),24.08,1645.09,No
CUST-00463,Female,0,No,No,66,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,54.02,3684.72,No
CUST-00464,Female,0,No,No,63,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),77.15,4631.67,No
CUST-00465,Female,0,No,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,75.54,5196.01,No
CUST-00466,Female,0,Yes,No,59,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,32.93,1870.75,No
CUST-00467,Male,1,Yes,No,18,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),73.93,1462.02,Yes
CUST-00468,Male,0,Yes,No,71,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,29.14,1938.07,No
CUST-00469,Male,0,No,Yes,25,Yes,No,DSL,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,69.19,1843.71,No
CUST-00470,Male,0,No,Yes,42,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),49.4,2087.51,No
CUST-00471,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,40.28,43.35,No
CUST-00472,Female,0,Yes,No,69,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),39.49,2987.41,No
CUST-00473,Male,0,Yes,No,43,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,Yes,Two year,No,Mailed check,36.52,1715.17,No
CUST-00474,Female,1,No,Yes,68,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,72.96,5312.79,No
CUST-00475,Female,0,No,Yes,26,Yes,No,No,No internet service,No,Yes,No,No,Yes,Two year,Yes,Mailed check,44.58,1139.04,No
CUST-00476,Female,0,Yes,Yes,23,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),34.64,760.27,No
CUST-00477,Female,0,No,No,38,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,62.62,2293.66,No
CUST-00478,Male,0,No,No,29,Yes,Yes,No,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Electronic check,99.07,2961.02,Yes
CUST-00479,Female,0,No,Yes,39,No,No,DSL,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,62.92,2376.27,No
CUST-00480,Female,1,No,No,57,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,69.32,3899.79,No
CUST-00481,Female,0,Yes,No,16,No,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Two year,Yes,Mailed check,26.07,382.06,No
CUST-00482,Female,0,Yes,Yes,56,Yes,No,No,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),20.12,1187.79,No
CUST-00483,Female,0,Yes,Yes,53,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.03,1125.74,No
CUST-00484,Male,1,Yes,No,64,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,No,Two year,Yes,Electronic check,62.41,3864.05,No
CUST-00485,Male,0,No,Yes,5,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),76.07,387.23,No
CUST-00486,Female,0,Yes,Yes,28,Yes,No,DSL,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),39.87,1123.32,No
CUST-00487,Female,0,No,No,7,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No internet service,One year,Yes,Mailed check,66.87,504.89,No
CUST-00488,Male,0,Yes,No,29,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,63.75,1907.42,No
CUST-00489,Male,0,No,No,54,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),78.68,4494.33,No
CUST-00490,Female,0,Yes,No,46,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,48.25,2132.25,No
CUST-00491,Female,0,Yes,Yes,54,Yes,No,DSL,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),29.96,1498.85,No
CUST-00492,Male,0,Yes,No,53,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Two year,No,Electronic check,65.91,3663.23,No
CUST-00493,Male,0,No,No,71,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),69.13,4568.17,No
CUST-00494,Female,0,No,No,16,Yes,No phone service,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,71.46,1219.77,Yes
CUST-00495,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,71.79,3282.34,No
CUST-00496,Male,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,42.27,2547.4,No
CUST-00497,Male,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,One year,No,Credit card (automatic),61.42,258.5,No
CUST-00498,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,74.01,803.91,Yes
CUST-00499,Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,46.79,1706.54,No
CUST-00500,Female,0,No,No,68,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,34.55,2317.05,No
CUST-00501,Male,0,No,No,36,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),29.27,1084.65,No
CUST-00502,Female,0,Yes,Yes,17,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),96.04,1792.05,Yes
CUST-00503,Female,0,No,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),60.29,3009.7,No
CUST-00504,Male,0,No,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Electronic check,62.07,1809.54,Yes
CUST-00505,Male,0,No,No,2,Yes,No,DSL,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),38.87,75.17,No
CUST-00506,Female,0,No,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No,No,No,Two year,Yes,Electronic check,88.97,2367.3,Yes
CUST-00507,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),83.4,770.39,Yes
CUST-00508,Female,1,Yes,No,40,Yes,No,No,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),44.77,1884.38,No
CUST-00509,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,36.88,1500.85,No
CUST-00510,Male,0,No,No,7,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),54.45,414.89,No
CUST-00511,Female,0,Yes,Yes,41,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,74.51,2815.02,No
CUST-00512,Female,0,No,No,41,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,50.37,2081.97,No
CUST-00513,Male,0,Yes,No,61,Yes,No,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,60.53,3537.88,No
CUST-00514,Female,0,No,No,28,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),62.33,1855.87,No
CUST-00515,Male,0,No,No,25,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,29.15,664.92,No
CUST-00516,Male,0,Yes,No,6,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Mailed check,40.79,228.87,No
CUST-00517,Male,0,No,Yes,11,Yes,No,No,No internet service,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),80.07,928.69,Yes
CUST-00518,Male,1,Yes,No,4,Yes,No,DSL,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.46,296.95,Yes
CUST-00519,Male,0,No,No,20,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,73.24,1518.06,No
CUST-00520,Female,0,Yes,No,16,Yes,No,DSL,No internet service,No,Yes,No,No,Yes,One year,Yes,Electronic check,99.27,1746.68,Yes
CUST-00521,Male,0,No,Yes,67,No,No,DSL,No internet service,No,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),47.37,3148.3,No
CUST-00522,Male,0,Yes,Yes,13,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),32.56,426.07,No
CUST-00523,Female,0,Yes,No,27,No,Yes,No,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.59,2648.89,Yes
CUST-00524,Male,0,Yes,Yes,50,Yes,Yes,No,No,No,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),76.2,3997.75,No
CUST-00525,Male,0,No,No,2,Yes,No,No,Yes,Yes,No,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),38.18,71.73,No
CUST-00526,Male,0,No,Yes,23,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),81.27,1982.97,Yes
CUST-00527,Male,1,No,Yes,10,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No,One year,No,Mailed check,78.4,786.49,Yes
CUST-00528,Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,Two year,Yes,Mailed check,27.7,292.92,No
CUST-00529,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,38.69,1025.77,No
CUST-00530,Female,0,No,No,11,Yes,No,No,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,74.09,770.55,No
CUST-00531,Female,1,No,Yes,64,Yes,No phone service,DSL,No,Yes,No internet service,No,No,No,Month-to-month,No,Mailed check,33.16,2255.7,No
CUST-00532,Male,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),63.6,2462.43,No
CUST-00533,Male,1,Yes,No,24,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,30.05,777.17,No
CUST-00534,Male,0,Yes,No,56,Yes,Yes,No,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),56.77,3381.7,No
CUST-00535,Male,1,No,No,2,No,No,No,No,No,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),55.21,120.8,No
CUST-00536,Male,0,Yes,No,43,No,Yes,No,No,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),57.32,2235.8,No
CUST-00537,Male,1,Yes,Yes,49,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No internet service,One year,No,Mailed check,37.18,1799.1,No
CUST-00538,Male,1,No,No,58,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),29.73,1610.23,No
CUST-00539,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.19,1141.53,No
CUST-00540,Male,1,Yes,Yes,27,Yes,Yes,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),77.04,2021.75,Yes
CUST-00541,Female,0,No,No,18,Yes,Yes,No,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,80.62,1479.48,Yes
CUST-00542,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),44.8,2521.64,No
CUST-00543,Male,0,No,Yes,13,Yes,No,DSL,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,24.03,341.48,No
CUST-00544,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,48.52,3245.45,No
CUST-00545,Female,0,No,Yes,20,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),45.43,893.84,No
CUST-00546,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),27.96,814.3,No
CUST-00547,Male,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,46.66,624.05,No
CUST-00548,Male,1,Yes,Yes,17,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Electronic check,69.61,1236.34,Yes
CUST-00549,Male,0,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,75.71,1498.54,No
CUST-00550,Male,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.19,648.3,No
CUST-00551,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),50.15,2751.02,No
CUST-00552,Male,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),66.2,3027.34,No
CUST-00553,Female,0,Yes,No,28,Yes,No,No,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,36.8,1132.4,No
CUST-00554,Male,0,No,No,39,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Two year,Yes,Mailed check,60.13,2136.52,No
CUST-00555,Male,0,No,Yes,43,Yes,No,No,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,20.3,872.4,No
CUST-00556,Male,0,No,No,12,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,76.25,972.29,Yes
CUST-00557,Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,57.46,1137.72,No
CUST-00558,Male,0,No,No,9,Yes,No,DSL,Yes,No,No,No,Yes,No internet service,One year,No,Electronic check,87.86,797.88,Yes
CUST-00559,Male,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,61.32,63.28,No
CUST-00560,Male,0,No,Yes,68,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),58.21,3714.25,No
CUST-00561,Female,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,No,No,No,No internet service,Yes,Two year,Yes,Mailed check,23.82,1610.98,No
CUST-00562,Male,1,Yes,No,21,Yes,No,No,No,No internet service,No internet service,No,No internet service,No,Two year,Yes,Mailed check,69.64,1547.1,Yes
CUST-00563,Female,0,Yes,Yes,23,Yes,No phone service,No,No internet service,No,Yes,No internet service,Yes,Yes,One year,No,Electronic check,56.78,1192.76,No
CUST-00564,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,62.81,873.35,No
CUST-00565,Female,0,No,No,40,No,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),68.97,2934.3,No
CUST-00566,Female,0,Yes,No,16,Yes,No,No,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.83,676.69,No
CUST-00567,Male,0,Yes,Yes,57,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,70.2,4073.75,No
CUST-00568,Male,0,No,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),41.26,1135.91,No
CUST-00569,Male,1,Yes,No,10,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No,One year,Yes,Mailed check,73.75,679.33,Yes
CUST-00570,Female,1,No,No,61,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),56.6,3667.65,No
CUST-00571,Male,0,Yes,No,29,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No,Two year,Yes,Credit card (automatic),34.5,948.82,No
CUST-00572,Male,0,No,No,18,Yes,No,No,No,No,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),96.56,1881.71,Yes
CUST-00573,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),35.5,74.92,No
CUST-00574,Male,1,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Two year,No,Mailed check,69.67,319.15,No
CUST-00575,Male,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),74.84,2767.25,No
CUST-00576,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,77.7,2864.04,No
CUST-00577,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,59.23,573.49,Yes
CUST-00578,Male,0,Yes,Yes,7,No,Yes,DSL,No internet service,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),47.36,339.04,No
CUST-00579,Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.15,3820.73,No
CUST-00580,Male,1,Yes,No,29,Yes,No phone service,No,No,Yes,Yes,No,No,No internet service,Two year,Yes,Electronic check,39.07,1173.87,No
CUST-00581,Female,0,No,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,43.11,1514.44,No
CUST-00582,Female,0,No,Yes,29,No,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.24,1010.58,No
CUST-00583,Female,0,Yes,No,36,Yes,Yes,No,No,Yes,No,No internet service,Yes,No,Two year,Yes,Credit card (automatic),54.34,1864.59,No
CUST-00584,Female,0,Yes,No,47,Yes,Yes,No,No,No,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,59.56,3023.43,No
CUST-00585,Male,0,No,Yes,55,Yes,No,No,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),39.11,2152.16,No
CUST-00586,Female,0,No,Yes,23,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,75.85,1673.76,Yes
CUST-00587,Male,0,No,No,6,Yes,No phone service,No,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,88.51,505.06,Yes
CUST-00588,Male,0,No,No,63,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,57.0,3433.73,No
CUST-00589,Male,0,No,No,21,Yes,Yes,DSL,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.14,690.52,No
CUST-00590,Female,0,Yes,Yes,2,Yes,Yes,No,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),38.88,73.57,No
CUST-00591,Female,1,No,No,3,Yes,No,DSL,No,No,No,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),77.43,233.1,No
CUST-00592,Female,1,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,80.88,1214.37,Yes
CUST-00593,Male,0,Yes,No,28,Yes,Yes,No,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),55.73,1488.96,No
CUST-00594,Male,0,Yes,No,2,Yes,Yes,No,No internet service,No,Yes,No internet service,No internet service,No,Two year,No,Electronic check,58.38,107.88,No
CUST-00595,Male,0,Yes,No,58,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,77.27,4353.84,No
CUST-00596,Female,0,No,Yes,23,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,91.31,2060.63,Yes
CUST-00597,Male,0,Yes,Yes,70,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,36.85,2529.83,No
CUST-00598,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Two year,Yes,Mailed check,88.82,835.33,Yes
CUST-00599,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),68.06,271.33,No
CUST-00600,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),27.26,1415.61,No
CUST-00601,Female,1,Yes,No,43,No,Yes,DSL,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,32.41,1263.5,No
CUST-00602,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Two year,Yes,Mailed check,87.35,862.42,Yes
CUST-00603,Female,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),86.39,1030.93,Yes
CUST-00604,Male,0,Yes,No,19,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Two year,Yes,Electronic check,85.15,1605.59,Yes
CUST-00605,Male,0,No,No,11,Yes,No,No,No,No,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,42.31,476.13,No
CUST-00606,Female,0,Yes,No,52,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,One year,No,Electronic check,36.57,2014.5,No
CUST-00607,Female,0,No,No,20,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,65.28,1318.71,No
CUST-00608,Female,0,No,Yes,67,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),21.9,1431.94,No
CUST-00609,Male,0,No,No,57,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),64.32,3493.53,No
CUST-00610,Male,0,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,32.62,1637.8,No
CUST-00611,Female,1,Yes,No,3,Yes,No,No,No internet service,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,84.84,239.16,Yes
CUST-00612,Female,0,Yes,No,2,No,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),44.82,81.44,No
CUST-00613,Male,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),58.54,595.76,No
CUST-00614,Male,0,No,No,36,Yes,No,No,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,27.26,1079.01,No
CUST-00615,Male,0,No,No,56,No,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,35.23,2133.13,No
CUST-00616,Male,0,Yes,No,11,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Mailed check,62.04,657.91,No
CUST-00617,Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),53.02,2435.7,No
CUST-00618,Female,0,No,No,13,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,87.99,1205.0,Yes
CUST-00619,Male,0,Yes,No,19,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,53.8,981.42,No
CUST-00620,Male,0,No,Yes,43,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,54.16,2106.31,No
CUST-00621,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,68.28,879.94,Yes
CUST-00622,Male,0,No,Yes,56,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,45.48,2508.25,No
CUST-00623,Male,1,Yes,No,38,Yes,Yes,No,Yes,No internet service,No,Yes,Yes,No,Two year,No,Mailed check,73.7,2723.17,No
CUST-00624,Female,1,Yes,No,3,Yes,No,DSL,No,Yes,No,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),42.33,130.89,No
CUST-00625,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.34,1550.56,Yes
CUST-00626,Male,0,No,Yes,56,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,66.77,3783.38,No
